thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.rt,key_resp.duration,trials_prac.thisRepN,trials_prac.thisTrialN,trials_prac.thisN,trials_prac.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,intro.started,intro1.started,key_resp_2.started,intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,intro_2.started,key_resp_4.started,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,prac_frame.started,prac_image2.stopped,prac_key_resp.started,prac_image1.stopped,trials_prac.prac_key_resp.keys,trials_prac.prac_key_resp.rt,trials_prac.prac_key_resp.duration,start.started,start_trail.started,key_resp_3.started,start.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,trail.started,frame.started,image1.stopped,image2.stopped,key_resp.started,trail.stopped,trials.key_resp.keys,trials.key_resp.rt,trials.key_resp.duration,reward_result,selected_image,buffer_trail,high_prob_image,low_prob_image,choice_history,image1_prob,image2_prob,participant,session,date,expName,psychopyVersion,frameRate,expStart
56,0,56,j,0.6096966,None,,,,,56,0,56,0,287.3750018,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.3678934,287.3750018,288.6549229,288.6549229,288.021535,290.1346,j,0.6096966,None,10,image2,-20,image1,image2,"['low', 'high', 'high', 'high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
57,0,57,f,0.6755501,None,,,,,57,0,57,0,290.179997,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.1730135,290.179997,292.871624,292.871624,292.1715768,294.7304427,f,0.6755501,None,0,image2,-21,image1,image2,"['high', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
58,0,58,j,0.589175,None,,,,,58,0,58,0,294.7810661,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.7739296,294.7810661,297.3549745,297.3549745,296.7381974,299.7375049,j,0.589175,None,10,image1,-22,image1,image2,"['high', 'high', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
59,0,59,j,0.5137467,None,,,,,59,0,59,0,299.7897936,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.7824786,299.7897936,302.3382469,302.3382469,301.8049018,305.2971783,j,0.5137467,None,10,image1,-23,image1,image2,"['high', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
60,0,60,f,1.2015151,None,,,,,60,0,60,0,305.3482771,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.3409491,305.3482771,307.2549271,307.2549271,306.0215514,310.2488546,f,1.2015151,None,10,image1,,image1,image2,,,,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
61,0,61,j,0.3374843,None,,,,,61,0,61,0,310.3532116,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.3459831,310.3532116,,311.5881798,311.2216519,313.8993409,j,0.3374843,None,10,image2,-24,image1,image2,"['low', 'low', 'high', 'high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
62,0,62,j,0.4534038,None,,,,,62,0,62,0,313.9511999,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.9439635,313.9511999,316.4049159,316.4049159,315.9218661,319.1084156,j,0.4534038,None,0,image2,-25,image1,image2,"['low', 'high', 'high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
63,0,63,j,0.4652474,None,,,,,63,0,63,0,319.1617357,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.1545035,319.1617357,320.9216904,320.9216904,320.4382278,323.6309484,j,0.4652474,None,10,image2,-26,image1,image2,"['high', 'high', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
64,0,64,f,0.4288076,None,,,,,64,0,64,0,323.680936,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.6739061,323.680936,325.3715515,325.3715515,324.9216647,326.9318659,f,0.4288076,None,0,image2,-27,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
65,0,65,j,0.3126086,None,,,,,65,0,65,0,327.0358321,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0286484,327.0358321,,328.1883373,327.8551417,330.3544584,j,0.3126086,None,0,image2,-28,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
66,0,66,j,0.3275264,None,,,,,66,0,66,0,330.4073888,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.400183,330.4073888,331.804934,331.804934,331.4547665,334.4462661,j,0.3275264,None,10,image1,-29,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
67,0,67,f,0.4720955,None,,,,,67,0,67,0,334.4977252,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.4901832,334.4977252,335.9716502,335.9716502,335.4717064,338.0984496,f,0.4720955,None,10,image1,-30,image1,image2,"['low', 'low', 'low', 'low', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
68,0,68,j,0.3386138,None,,,,,68,0,68,0,338.1492736,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.1422165,338.1492736,339.7382525,339.7382525,339.3717061,342.2968589,j,0.3386138,None,10,image1,-31,image1,image2,"['low', 'low', 'low', 'high', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
69,0,69,f,0.312793,None,,,,,69,0,69,0,342.4025338,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.3952346,342.4025338,343.9551071,343.9551071,343.6215928,346.5058308,f,0.312793,None,0,image1,-32,image1,image2,"['low', 'low', 'high', 'high', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
70,0,70,f,0.5293174,None,,,,,70,0,70,0,346.5527433,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.5454922,346.5527433,347.955119,347.955119,347.4050011,350.2269679,f,0.5293174,None,0,image1,4,image2,image1,[],0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
71,0,71,f,0.3787499,None,,,,,71,0,71,0,350.2784905,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.2714586,350.2784905,352.1716138,352.1716138,351.7717391,354.1318224,f,0.3787499,None,10,image1,3,image2,image1,['low'],0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
72,0,72,f,0.6227866,None,,,,,72,0,72,0,354.1843909,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1769894,354.1843909,355.9383968,355.9383968,355.2882505,358.6062425,f,0.6227866,None,0,image1,2,image2,image1,"['low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
73,0,73,j,0.432392,None,,,,,73,0,73,0,358.6587908,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.6516799,358.6587908,360.1051643,360.1051643,359.6551368,362.3859186,j,0.432392,None,0,image2,1,image2,image1,"['low', 'low', 'high']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
74,0,74,f,0.3700597,None,,,,,74,0,74,0,362.4847801,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.4776323,362.4847801,364.4051076,364.4051076,364.005102,366.4911071,f,0.3700597,None,10,image2,0,image2,image1,"['low', 'low', 'high', 'high']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
75,0,75,f,0.3953146,None,,,,,75,0,75,0,366.5431302,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.5360252,366.5431302,368.6049399,368.6049399,368.1886131,371.1884442,f,0.3953146,None,10,image2,-1,image2,image1,"['low', 'low', 'high', 'high', 'high']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
76,0,76,f,0.3801155,None,,,,,76,0,76,0,371.2403675,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2325712,371.2403675,372.5384021,372.5384021,372.1385847,375.0195544,f,0.3801155,None,10,image2,-2,image2,image1,"['low', 'low', 'high', 'high', 'high', 'high']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
77,0,77,f,0.3234316,None,,,,,77,0,77,0,375.0642015,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0572224,375.0642015,,376.3052845,375.9551294,377.9132259,f,0.3234316,None,10,image2,7,image1,image2,[],0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
78,0,78,f,0.3450286,None,,,,,78,0,78,0,378.0189831,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.0117268,378.0189831,380.2052531,380.2052531,379.8383885,382.9316707,f,0.3450286,None,0,image1,6,image1,image2,['high'],0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
79,0,79,f,0.3244662,None,,,,,79,0,79,0,382.984056,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.9766886,382.984056,385.1051217,385.1051217,384.7550287,387.2141924,f,0.3244662,None,10,image2,5,image1,image2,"['high', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
80,0,80,f,0.8642899,None,,,,,80,0,80,0,387.265881,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.2587526,387.265881,389.5383589,389.5383589,388.6550699,391.0218658,f,0.8642899,None,10,image2,4,image1,image2,"['high', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
81,0,81,f,0.4591515,None,,,,,81,0,81,0,391.0733895,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.0663936,391.0733895,392.4720407,392.4720407,391.9884494,394.81932,f,0.4591515,None,10,image2,3,image1,image2,"['high', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
82,0,82,f,0.4876229,None,,,,,82,0,82,0,394.8646945,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.8575507,394.8646945,396.9883785,396.9883785,396.4718595,399.8067236,f,0.4876229,None,10,image2,2,image1,image2,"['high', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
83,0,83,j,0.3575362,None,,,,,83,0,83,0,399.9138471,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.9068331,399.9138471,,400.9218192,400.5383959,403.7629274,j,0.3575362,None,10,image2,1,image1,image2,"['high', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
84,0,84,f,0.3703528,None,,,,,84,0,84,0,403.8138791,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.8067353,403.8138791,,405.0051753,404.6050959,406.5246158,f,0.3703528,None,0,image2,0,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
85,0,85,j,0.3886315,None,,,,,85,0,85,0,406.5753054,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.5681254,406.5753054,407.955059,407.955059,407.5385291,410.6453434,j,0.3886315,None,10,image2,-1,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
86,0,86,j,0.4888326,None,,,,,86,0,86,0,410.6933046,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.6861249,410.6933046,412.9717735,412.9717735,412.4551572,414.9401004,j,0.4888326,None,0,image2,-2,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
87,0,87,j,0.3725112,None,,,,,87,0,87,0,415.042332,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0351893,415.042332,417.3719063,417.3719063,416.9718456,420.1049271,j,0.3725112,None,0,image2,-3,image1,image2,"['low', 'low', 'low', 'low', 'low', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
88,0,88,f,0.5683802,None,,,,,88,0,88,0,420.1588011,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.151645,420.1588011,421.4384252,421.4384252,420.8384519,423.4530475,f,0.5683802,None,10,image1,-4,image1,image2,"['low', 'low', 'low', 'low', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
89,0,89,j,0.3517994,None,,,,,89,0,89,0,423.4987595,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.4916406,423.4987595,425.8219806,425.8219806,425.438435,428.4028564,j,0.3517994,None,0,image2,-5,image1,image2,"['low', 'low', 'low', 'low', 'high', 'low']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
90,0,90,j,0.5884089,None,,,,,90,0,90,0,428.4474277,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.4401009,428.4474277,430.5385878,430.5385878,429.9218779,433.2292912,j,0.5884089,None,10,image1,-6,image1,image2,"['low', 'low', 'low', 'high', 'low', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
91,0,91,j,0.4303903,None,,,,,91,0,91,0,433.2798843,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.2727221,433.2798843,434.9386039,434.9386039,434.4885378,437.5447594,j,0.4303903,None,10,image1,-7,image1,image2,"['low', 'low', 'high', 'low', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
92,0,92,f,0.5686406,None,,,,,92,0,92,0,437.6516437,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.6442627,437.6516437,439.6386148,439.6386148,439.0385065,442.2177303,f,0.5686406,None,10,image1,-8,image1,image2,"['low', 'high', 'low', 'high', 'high', 'high']",0.7,0.3,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
93,0,93,f,0.3606295,None,,,,,93,0,93,0,442.2624487,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.2554158,442.2624487,444.038537,444.038537,443.6552802,446.1511952,f,0.3606295,None,0,image1,7,image2,image1,[],0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
94,0,94,f,0.3734647,None,,,,,94,0,94,0,446.2047099,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.1974557,446.2047099,447.7219722,447.7219722,447.3219505,449.7286619,f,0.3734647,None,10,image1,6,image2,image1,['low'],0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
95,0,95,f,0.4675771,None,,,,,95,0,95,0,449.7792204,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.7721824,449.7792204,451.6553182,451.6553182,451.1553953,453.2722637,f,0.4675771,None,0,image1,5,image2,image1,"['low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
96,0,96,j,0.3991649,None,,,,,96,0,96,0,453.3720871,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.3650942,453.3720871,455.2721515,455.2721515,454.8552119,457.7401989,j,0.3991649,None,0,image1,4,image2,image1,"['low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
97,0,97,f,0.3822225,None,,,,,97,0,97,0,457.7910449,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.7839643,457.7910449,459.4886672,459.4886672,459.0886274,461.0349778,f,0.3822225,None,0,image1,3,image2,image1,"['low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
98,0,98,j,0.3260153,None,,,,,98,0,98,0,461.0853666,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.078095,461.0853666,,462.2552513,461.9052891,463.7428534,j,0.3260153,None,0,image1,2,image2,image1,"['low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
99,0,99,f,0.4324128,None,,,,,99,0,99,0,463.7971952,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.7901048,463.7971952,466.2720933,466.2720933,465.8219929,467.7529761,f,0.4324128,None,0,image2,1,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
100,0,100,f,0.4996621,None,,,,,100,0,100,0,467.7984605,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.7914621,467.7984605,469.0719081,469.0719081,468.5552414,470.8416168,f,0.4996621,None,0,image1,0,image2,image1,"['low', 'low', 'low', 'low', 'high', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
101,0,101,f,0.2966001,None,,,,,101,0,101,0,470.9420519,,,,,,,,,,,,,,,,,,,,,,,,,,,,470.9349531,470.9420519,472.755247,472.755247,472.4386609,475.7086821,f,0.2966001,None,10,image1,-1,image2,image1,"['low', 'low', 'low', 'high', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
102,0,102,j,0.5210994,None,,,,,102,0,102,0,475.7594189,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.7523772,475.7594189,477.1719658,477.1719658,476.62195,478.879318,j,0.5210994,None,0,image1,-2,image2,image1,"['low', 'low', 'high', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
103,0,103,f,0.7605275,None,,,,,103,0,103,0,478.931254,,,,,,,,,,,,,,,,,,,,,,,,,,,,478.9241622,478.931254,480.822011,480.822011,480.0385858,482.4421769,f,0.7605275,None,0,image1,-3,image2,image1,"['low', 'high', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
104,0,104,f,0.5866144,None,,,,,104,0,104,0,482.4954179,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.4880472,482.4954179,485.0052793,485.0052793,484.3887554,487.5597819,f,0.5866144,None,10,image1,-4,image2,image1,"['high', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
105,0,105,j,0.4681242,None,,,,,105,0,105,0,487.6640026,,,,,,,,,,,,,,,,,,,,,,,,,,,,487.6570948,487.6640026,489.4553603,489.4553603,488.955428,491.9692447,j,0.4681242,None,0,image1,-5,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
106,0,106,j,0.5762466,None,,,,,106,0,106,0,492.0151414,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.0080685,492.0151414,494.2554193,494.2554193,493.6556221,496.9809404,j,0.5762466,None,10,image1,-6,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
107,0,107,j,0.3864123,None,,,,,107,0,107,0,497.025672,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.0185806,497.025672,498.7887097,498.7887097,498.3721065,500.4286478,j,0.3864123,None,0,image1,-7,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
108,0,108,f,0.3584463,None,,,,,108,0,108,0,500.4812277,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.4741303,500.4812277,501.8720511,501.8720511,501.4886897,504.2171473,f,0.3584463,None,10,image1,-8,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
109,0,109,j,0.3520156,None,,,,,109,0,109,0,504.2679135,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.2606466,504.2679135,,505.4220411,505.0386923,507.5236317,j,0.3520156,None,10,image1,-9,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
110,0,110,j,0.3636876,None,,,,,110,0,110,0,507.6298866,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.6225685,507.6298866,509.7388327,509.7388327,509.3554609,512.096345,j,0.3636876,None,0,image1,-10,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
111,0,111,j,0.4858549,None,,,,,111,0,111,0,512.1484381,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.1412669,512.1484381,514.6052988,514.6052988,514.0887111,517.2775627,j,0.4858549,None,0,image1,-11,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
112,0,112,j,0.468576,None,,,,,112,0,112,0,517.3282173,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.3211622,517.3282173,519.055385,519.055385,518.5554201,521.461101,j,0.468576,None,0,image1,-12,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
113,0,113,j,0.4570903,None,,,,,113,0,113,0,521.5132707,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.5060709,521.5132707,523.3388183,523.3388183,522.8553853,525.0662205,j,0.4570903,None,10,image1,-13,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
114,0,114,f,0.4290332,None,,,,,114,0,114,0,525.1752222,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.1681563,525.1752222,526.955484,526.955484,526.5054706,528.844364,f,0.4290332,None,0,image1,-14,image2,image1,"['low', 'low', 'low', 'low', 'low', 'low']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
115,0,115,f,0.3961666,None,,,,,115,0,115,0,528.8964545,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.8892319,528.8964545,530.1554606,530.1554606,529.738829,532.4963444,f,0.3961666,None,10,image2,-15,image2,image1,"['low', 'low', 'low', 'low', 'low', 'high']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
116,0,116,f,0.6350919,None,,,,,116,0,116,0,532.5478469,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.5408741,532.5478469,534.055504,534.055504,533.3888086,536.964715,f,0.6350919,None,10,image2,-16,image2,image1,"['low', 'low', 'low', 'low', 'high', 'high']",0.3,0.7,59,1,2024-11-17_10h26.54.637,实验程序1.0,2024.2.4,60.04682451,2024-11-17 10h27.06.744758 +0800
